run_id,runtime,version,prompt_id,expected,iter,detected,duration_s,raw_file
20260823-1510,claude,2.1.239 (Claude Code),n1,no,2,no,29,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n1-2.jsonl
20260823-1510,claude,2.1.239 (Claude Code),n2,no,1,no,40,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n2-1.jsonl
20260823-1510,claude,2.1.239 (Claude Code),n2,no,2,no,27,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n2-2.jsonl
20260823-1510,claude,2.1.239 (Claude Code),n3,no,1,no,28,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n3-1.jsonl
20260823-1510,claude,2.1.239 (Claude Code),n3,no,2,no,48,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n3-2.jsonl
20260823-1510,claude,2.1.239 (Claude Code),n4,no,1,no,45,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n4-1.jsonl
20260823-1510,claude,2.1.239 (Claude Code),n4,no,2,no,54,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n4-2.jsonl
20260823-1510,claude,2.1.239 (Claude Code),n5,no,1,no,39,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n5-1.jsonl
20260823-1510,claude,2.1.239 (Claude Code),n5,no,2,no,37,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/n5-2.jsonl
20260823-1510,claude,2.1.239 (Claude Code),b1,boundary,1,no,31,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/b1-1.jsonl
20260823-1510,claude,2.1.239 (Claude Code),b1,boundary,2,no,43,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/b1-2.jsonl
20260823-1510,claude,2.1.239 (Claude Code),b2,boundary,1,yes,38,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/b2-1.jsonl
20260823-1510,claude,2.1.239 (Claude Code),b2,boundary,2,yes,35,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-connection-claude-20260823-1510/b2-2.jsonl
